City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
334,mahenge,-8.6833,36.7167,146.31666666666666,55,100,1.22,TZ,1720099987
335,saudarkrokur,65.7461,-19.6394,137.91666666666666,92,100,5.93,IS,1720099991
336,pemangkat,1.1667,108.9667,148.87222222222223,82,100,0.13,ID,1720099993
337,az zawr,29.4425,48.2747,158.05,31,0,8.44,KW,1720099995
338,lorengau,-2.0226,147.2712,148.76666666666665,81,100,1.3,PG,1720099997
339,jamestown,42.097,-79.2353,147.72222222222223,83,63,1.36,US,1720099998
340,nuuk,64.1835,-51.7216,139.71666666666667,57,0,1.54,GL,1720100000
341,san marcos,33.1434,-117.1661,145.03333333333333,91,0,0.89,US,1720100002
342,sur,22.5667,59.5289,151.7888888888889,72,86,2.43,OM,1720100004
343,mayqayyng,51.4625,75.7986,146.01666666666665,57,87,5.45,KZ,1720100006
344,road town,18.4167,-64.6167,149.82222222222222,81,100,9.9,VG,1720100008
345,arawa,-6.2132,155.5367,147.69444444444446,91,97,1.83,PG,1720100010
346,pak phanang,8.3511,100.202,148.42222222222225,77,100,1.78,TH,1720099813
347,rio grande,-32.035,-52.0986,139.82222222222222,71,100,1.28,BR,1720100013
348,borgarnes,64.5383,-21.9206,141.6277777777778,67,96,5.71,IS,1720100015
349,vera cruz,-12.6333,-41.0333,148.37777777777777,44,43,3.36,BR,1720100017
350,papao,-17.75,-149.55,147.13888888888889,80,9,10.25,PF,1720100019
351,mejit,10.2753,170.8646,149.2888888888889,80,100,6.15,MH,1720100021
352,barcelos,41.5388,-8.6151,153.38888888888889,33,3,2.83,PT,1720100006
353,lompoc,34.6391,-120.4579,143.64444444444445,73,2,1.9,US,1720100024
354,keflavik,64.0049,-22.5624,140.61111111111111,76,75,7.2,IS,1720100026
355,ballina,-28.8667,153.5667,140.07777777777775,71,96,7.42,AU,1720100028
356,la gi,10.6667,107.7833,148.64444444444445,85,100,3.41,VN,1720099748
357,aasiaat,68.7098,-52.8699,135.87777777777777,73,0,5.24,GL,1720100034
358,tshabong,-26.05,22.45,144.91666666666666,15,0,3.15,BW,1720100035
359,takoradi,4.8845,-1.7554,148.86666666666667,76,99,5.63,GH,1720100037
360,naraina,26.7833,75.2,148.09444444444443,91,100,3.68,IN,1720100039
361,usinsk,65.9939,57.5281,144.63888888888889,63,26,13.55,RU,1720100041
362,herval,-32.0236,-53.3956,138.2111111111111,68,100,1.52,BR,1720100043
363,san luis,-33.295,-66.3356,138.68888888888887,38,100,5.86,AR,1720100045
364,nuku'alofa,-21.1333,-175.2,145.7444444444444,100,20,1.54,TO,1720100028
365,edinboro,41.8742,-80.1317,148.38333333333333,81,64,0.89,US,1720100051
366,bandundu,-3.3167,17.3667,154.97777777777776,21,50,1.53,CD,1720100053
367,cumana,10.4635,-64.1775,150.06111111111113,68,24,1.67,VE,1720100055
368,magadan,59.5667,150.8,139.93333333333334,92,99,1.8,RU,1720099969
369,barra de santo antonio,-9.4047,-35.5072,148.92222222222222,57,0,4.0,BR,1720100059
370,indian hills,39.086,-119.7841,145.85555555555555,29,0,1.05,US,1720100061
371,yaren,-0.5472,166.916,148.94444444444446,77,100,2.5,NR,1720100068
372,hasaki,35.7333,140.8333,147.98333333333332,90,0,3.45,JP,1720099936
373,beidao,34.5686,105.8933,145.6777777777778,91,100,1.47,CN,1720100072
374,dryden,49.7833,-92.7503,142.39444444444445,100,100,1.03,CA,1720100076
375,thinadhoo,0.5333,72.9333,150.37222222222223,68,65,1.37,MV,1720099868
376,richards bay,-28.783,32.0377,145.72222222222223,48,9,6.72,ZA,1720100080
377,hithadhoo,-0.6,73.0833,150.11666666666667,75,100,3.52,MV,1720100082
378,safford,32.834,-109.7076,150.36666666666667,38,100,3.36,US,1720100083
379,sungai besar,3.6746,100.9867,148.47777777777776,83,54,0.13,MY,1720100087
380,krasnovishersk,60.4078,57.082,151.14999999999998,45,54,2.92,RU,1720100089
381,shepetivka,50.1855,27.0637,143.59444444444446,85,100,3.81,UA,1720100091
382,az zuwaytinah,30.9522,20.1202,148.74444444444444,66,0,8.53,LY,1720100091
383,caldas novas,-17.7417,-48.625,148.99444444444444,30,0,2.92,BR,1720099980
384,hami,42.8,93.45,151.11666666666667,16,8,1.8,CN,1720100096
385,tangalle,6.024,80.7911,149.02222222222224,81,8,4.89,LK,1720100098
386,maych'ew,12.7875,39.5422,144.87777777777777,57,99,1.97,ET,1720100100
387,grand falls-windsor,48.9332,-55.6649,146.47222222222223,71,100,3.15,CA,1720100102
388,piranhas,-16.4269,-51.8222,150.51111111111112,22,0,2.61,BR,1720100104
389,mahibadhoo,3.7833,72.9667,150.04444444444442,75,100,3.15,MV,1720100106
390,san-pedro,4.7485,-6.6363,148.86666666666667,68,58,3.59,CI,1720100108
391,puerto leguizamo,-0.1934,-74.7819,148.26666666666668,82,90,0.07,CO,1720100110
392,essaouira,31.5125,-9.77,147.70555555555555,69,40,5.14,MA,1720100112
393,port hedland,-20.3167,118.5667,142.8777777777778,31,4,3.09,AU,1720100113
394,awash,8.9833,40.1667,153.68333333333334,24,82,3.39,ET,1720100115
395,nhamunda,-2.1861,-56.7131,150.8166666666667,60,93,1.56,BR,1720100117
396,tres arroyos,-38.3739,-60.2798,137.22222222222223,39,0,8.11,AR,1720100119
397,inhambane,-23.865,35.3833,150.07777777777775,45,0,3.09,MZ,1720100121
398,gisborne,-38.6533,178.0042,139.03333333333333,86,100,2.09,NZ,1720100125
399,red hill,33.9996,-79.2581,150.36666666666667,40,100,2.06,US,1720100127
400,guerrero negro,27.9769,-114.0611,145.22222222222223,78,97,1.35,MX,1720100129
401,vilyuchinsk,52.9306,158.4028,139.05555555555554,95,100,1.65,RU,1720100084
402,kidal,18.4411,1.4078,155.27777777777777,25,19,5.13,ML,1720100133
403,alta,69.9689,23.2717,142.07777777777778,63,0,4.63,NO,1720100136
404,al quwayrah,29.8004,35.3116,154.52777777777777,11,0,5.09,JO,1720100138
405,padang,-0.9492,100.3543,150.10000000000002,88,32,1.1,ID,1720099921
406,palmer,42.1584,-72.3287,146.60000000000002,64,100,4.63,US,1720100142
407,roata de jos,44.4108,25.5433,149.92222222222225,43,100,2.36,RO,1720100144
408,faya-largeau,17.9257,19.1043,157.8222222222222,6,10,4.44,TD,1720100145
409,kristiansund,63.1115,7.732,145.83888888888887,35,0,5.66,NO,1720100147
410,rikaze,29.25,88.8833,144.40555555555557,45,100,4.79,CN,1720100137
411,praia da vitoria,38.7333,-27.0667,147.16666666666666,64,75,2.78,PT,1720100151
412,malabar,-33.9667,151.25,141.66111111111113,87,100,4.12,AU,1720100153
413,aroma,15.8167,36.1333,154.33888888888887,26,6,2.91,SD,1720100155
414,williams lake,52.1415,-122.1445,139.95000000000002,71,20,0.0,CA,1720100157
415,arafat,21.3594,39.9664,156.16666666666666,10,3,9.19,SA,1720100159
416,cooma,-36.2333,149.1333,136.7,90,44,1.0,AU,1720100160
417,mutuali,-14.8706,37.0044,150.03333333333333,27,19,1.1,MZ,1720100162
418,tidjikja,18.5564,-11.4271,156.9944444444444,8,86,4.13,MR,1720100164
419,dalandzadgad,43.5708,104.425,146.20000000000002,38,100,2.36,MN,1720100017
420,sinabang,2.4803,96.3801,149.29444444444445,78,82,4.63,ID,1720100168
421,maxixe,-23.8597,35.3472,150.02777777777777,45,0,3.09,MZ,1720100170
422,gonzaga,44.9498,10.8209,149.10000000000002,55,0,2.1,IT,1720100172
423,el colomo,19.05,-104.25,148.70555555555558,74,98,1.4,MX,1720100174
424,biasca,46.3597,8.9697,149.4611111111111,42,33,4.02,CH,1720100176
425,kashin,57.3592,37.6081,149.2,61,11,2.18,RU,1720100111
426,arica,-18.475,-70.3042,142.37777777777777,72,100,4.63,CL,1720100179
427,same,-4.0667,37.7333,148.1277777777778,50,90,3.41,TZ,1720100181
428,kalevala,65.2,31.1667,145.71666666666667,51,100,3.33,RU,1720100183
429,yichun,47.7,128.9,144.5222222222222,93,68,1.56,CN,1720100185
430,makhambet,47.6667,51.5833,154.33333333333334,17,58,4.89,KZ,1720100187
431,tadmur,34.5608,38.2805,155.90555555555557,12,0,5.85,SY,1720100189
432,olyokminsk,60.3736,120.4264,141.5888888888889,54,25,2.13,RU,1720100191
433,timimoun,29.2639,0.231,159.64444444444447,4,0,2.57,DZ,1720100193
434,volodarskiy,46.4013,48.5409,153.39999999999998,17,58,6.1,RU,1720100195
435,kraksaan,-7.7585,113.3962,148.02777777777777,85,90,2.39,ID,1720100197
436,castillos,-34.1667,-53.8333,139.16666666666666,71,100,2.1,UY,1720100198
437,taroa,8.7058,171.2275,149.2,80,100,5.04,MH,1720100200
438,mpongwe,-13.5091,28.155,149.62777777777777,16,57,2.78,ZM,1720100202
439,leh,34.1667,77.5833,147.37777777777777,20,9,3.3,IN,1720100204
440,coahuayana de hidalgo,18.7,-103.6583,148.39999999999998,76,46,1.02,MX,1720100206
441,los llanos de aridane,28.6585,-17.9182,146.67222222222222,80,40,4.63,ES,1720100208
442,aglona,56.1333,27.0167,142.36111111111111,98,100,2.22,LV,1720100210
443,veinticinco de mayo,-35.4323,-60.1727,138.90555555555554,55,22,1.34,AR,1720100213
444,hilo,19.7297,-155.09,146.09444444444446,96,45,1.79,US,1720100208
445,lazaro cardenas,17.9583,-102.2,148.45,77,20,1.81,MX,1720100217
446,celestun,20.8667,-90.4,149.42222222222222,77,1,3.52,MX,1720100219
447,stephenville,32.2207,-98.2023,149.7611111111111,79,6,2.24,US,1720100222
448,tahlequah,35.9154,-94.97,150.35555555555553,61,26,4.25,US,1720100224
449,dwarka,22.2394,68.9678,150.60555555555553,79,100,7.7,IN,1720100226
450,toliara,-23.35,43.6667,147.08888888888887,57,0,5.07,MG,1720100030
451,ust'-ilimsk,58.0006,102.6619,146.5388888888889,59,14,2.27,RU,1720100201
452,zeya,53.75,127.2667,146.20555555555558,64,91,2.17,RU,1720100136
453,lashio,22.9333,97.75,146.11111111111111,97,100,0.75,MM,1720100233
454,green river,41.5286,-109.4662,142.28333333333336,25,0,3.29,US,1720100235
455,chacabuco,-34.6417,-60.4739,138.87222222222223,38,84,3.46,AR,1720100237
456,anadyr,64.75,177.4833,139.1277777777778,93,75,4.92,RU,1720100239
457,naousa,40.6329,22.0534,149.2444444444444,40,92,1.86,GR,1720100241
458,caucete,-31.6518,-68.2811,139.58888888888887,33,8,2.05,AR,1720100047
459,santa cruz,-17.8,-63.1667,147.69444444444446,78,0,7.72,BO,1720099993
460,howrah,22.5892,88.3103,150.08333333333334,89,75,3.09,IN,1720100043
461,bela,25.9333,81.9833,152.8777777777778,57,100,0.73,IN,1720100249
462,dhidhdhoo,6.8833,73.1,149.97222222222223,80,55,3.86,MV,1720100254
463,vandergrift,40.6028,-79.5648,148.53333333333336,87,98,0.45,US,1720100256
464,tashtagol,52.7657,87.8894,143.71666666666667,80,23,1.42,RU,1720100258
465,east ballina,-28.8667,153.5833,140.08333333333334,70,96,7.84,AU,1720100260
466,merced,37.1666,-120.7516,147.33333333333334,30,0,2.19,US,1720100264
467,cumnock,55.4544,-4.2664,141.3777777777778,81,9,9.65,GB,1720100266
468,manakara,-22.1333,48.0167,146.1222222222222,78,4,4.01,MG,1720100268
469,uchaly,54.2996,59.4521,148.1222222222222,70,77,0.53,RU,1720100044
470,puerto palomas,31.7667,-107.6167,149.19444444444446,46,93,3.4,MX,1720100273
471,bentiu,9.2333,29.8333,154.17222222222222,31,6,1.27,SS,1720100275
472,sola,-13.8833,167.55,148.35555555555555,79,100,8.27,VU,1720100277
473,vung tau,10.346,107.0843,149.23333333333332,78,100,2.13,VN,1720100025
474,port alfred,-33.5906,26.891,144.5222222222222,53,2,3.58,ZA,1720100281
475,robore,-18.3333,-59.75,146.22222222222223,78,0,0.0,BO,1720100283
476,hanko,59.8333,22.95,144.10555555555553,70,61,7.6,FI,1720100285
477,ponta delgada,37.7333,-25.6667,146.41666666666666,64,40,3.6,PT,1720100287
478,den burg,53.0542,4.7972,143.52777777777777,63,75,9.77,NL,1720100290
479,yuzhno-kurilsk,44.0306,145.8556,141.35555555555555,98,47,1.89,RU,1720100294
480,ketchikan,55.3422,-131.6461,139.94444444444446,86,72,1.25,US,1720100296
481,brookings,44.3114,-96.7984,145.11666666666667,95,100,1.47,US,1720100064
482,bambanglipuro,-7.95,110.2833,148.1777777777778,80,100,4.88,ID,1720100300
483,belmonte,-15.8631,-38.8828,148.87222222222223,55,23,2.25,BR,1720100302
484,koundara,12.4833,-13.3,151.60555555555553,56,100,3.68,GN,1720100304
485,bonthe,7.5264,-12.505,149.35555555555553,72,100,4.66,SL,1720100306
486,puttalam,8.0362,79.8283,149.46666666666667,83,3,6.64,LK,1720100267
487,livani,56.3543,26.1758,141.76666666666668,99,100,1.19,LV,1720100309
488,hermantown,46.8069,-92.2383,143.86111111111111,82,100,0.45,US,1720100311
489,ta`u,-14.2336,-169.5144,149.16111111111113,75,10,10.87,AS,1720100313
490,altay,47.8667,88.1167,143.7111111111111,55,18,2.13,CN,1720100317
491,mugumu,-1.85,34.7,149.61666666666667,32,79,1.31,TZ,1720100319
492,al jawf,29.5,38.75,154.7111111111111,8,0,5.49,SA,1720100321
493,ad dujayl,33.8467,44.2344,158.29444444444445,7,0,5.91,IQ,1720100323
494,uliastay,47.7417,96.8444,142.38333333333333,53,35,2.27,MN,1720100325
495,madera,37.1666,-119.8343,150.09444444444446,38,0,1.45,US,1720100329
496,adiake,5.2863,-3.304,149.82222222222222,62,86,4.76,CI,1720100331
497,coeur d'alene,47.6777,-116.7805,142.24444444444444,78,5,0.45,US,1720100333
498,sao paulo de olivenca,-3.3783,-68.8725,148.68888888888887,82,88,0.23,BR,1720100335
499,kalymnos,36.95,26.9833,149.38333333333333,74,20,4.63,GR,1720100337
500,boca suno,-0.7167,-77.1333,147.1777777777778,92,86,0.18,EC,1720100338
501,masterton,-40.9597,175.6575,137.08888888888887,92,90,0.76,NZ,1720100340
502,fort st. john,56.2499,-120.8529,140.60555555555553,82,20,4.12,CA,1720100342
503,as sulayyil,20.4607,45.5779,157.9388888888889,8,2,6.47,SA,1720100231
504,manokwari,-0.8667,134.0833,148.4111111111111,82,75,1.03,ID,1720100346
505,al hawatah,13.4167,34.6333,153.2444444444444,34,47,3.73,SD,1720100348
506,tanjung pandan,-2.75,107.65,148.2888888888889,85,100,6.04,ID,1720100350
507,reggane,26.7158,0.1714,159.6777777777778,5,0,1.38,DZ,1720100354
508,necochea,-38.5473,-58.7368,137.96666666666664,45,2,9.54,AR,1720100277
509,talcahuano,-36.7167,-73.1167,136.09444444444446,87,0,2.06,CL,1720100058
510,margate,51.3813,1.3862,145.3,47,15,0.45,GB,1720100360
511,handan,36.6006,114.4678,149.52777777777777,57,20,4.19,CN,1720100258
512,aswan,24.0934,32.907,158.75555555555556,8,0,3.6,EG,1720100363
513,villa gesell,-37.2639,-56.973,137.38333333333333,47,0,8.45,AR,1720100365
514,fort bragg,35.139,-79.006,149.96666666666667,74,0,2.06,US,1720100367
515,male,4.1748,73.5089,150.6222222222222,79,75,1.54,MV,1720100307
516,puerto armuelles,8.2833,-82.8667,147.85555555555553,90,100,3.58,PA,1720100373
517,verkhnevilyuysk,63.4453,120.3167,139.61666666666667,75,6,2.04,RU,1720100375
518,kavieng,-2.5744,150.7967,148.99444444444444,81,100,3.08,PG,1720100377
519,spring valley,36.108,-115.245,151.55,20,0,1.62,US,1720100375
520,charters towers,-20.1,146.2667,144.1277777777778,79,100,3.79,AU,1720100380
521,ribnica,45.7386,14.7275,147.11666666666667,83,96,1.08,SI,1720100382
522,marrakesh,31.6315,-8.0083,152.88333333333333,33,0,2.57,MA,1720100386
523,east london,-33.0153,27.9116,144.8166666666667,37,0,9.77,ZA,1720100388
524,kruisfontein,-34.0033,24.7314,141.93333333333334,61,1,8.18,ZA,1720100390
525,shalqar,47.8333,59.6,150.98888888888888,24,0,6.89,KZ,1720100392
526,puerto carreno,6.189,-67.4859,148.96666666666664,94,87,1.54,CO,1720100307
527,oodweyne,9.4092,45.064,152.23888888888888,29,92,7.25,SO,1720100395
528,zhezqazghan,47.7833,67.7667,148.59444444444446,31,40,7.0,KZ,1720100212
529,portland,45.5234,-122.6762,142.78333333333333,88,0,3.13,US,1720100157
530,khanpur,28.6453,70.6567,157.7277777777778,27,100,5.16,PK,1720100401
531,saint-paul,-21.0096,55.2707,147.33888888888887,76,49,1.19,RE,1720100403
532,paradip garh,20.3167,86.6167,149.79999999999998,82,79,5.21,IN,1720100405
533,monjaras,13.2006,-87.3742,148.58888888888887,83,96,1.64,HN,1720100407
534,winnemucca,40.973,-117.7357,145.1833333333333,18,0,2.16,US,1720100409
535,caburan,5.9181,125.6411,148.74444444444444,83,99,2.33,PH,1720100411
536,dzhalagash,45.0833,64.6667,152.05555555555554,24,5,6.69,KZ,1720100413
537,tailai,46.3833,123.4,144.97222222222223,91,100,2.04,CN,1720100414
538,mahriz,31.5917,54.4318,156.90555555555557,9,60,2.32,IR,1720100416
539,apia,-13.8333,-171.7667,149.3722222222222,78,11,10.56,WS,1720100190
540,banaz,38.7371,29.7519,150.17777777777778,24,90,5.74,TR,1720100358
541,vredendal,-31.6683,18.5012,143.89999999999998,44,1,2.87,ZA,1720100422
542,brooks,50.5834,-111.8851,141.18888888888887,84,69,4.12,CA,1720100424
543,hadibu,12.65,54.0333,149.5,67,100,8.09,YE,1720100425
544,takestan,36.0696,49.6959,154.5666666666667,31,0,8.12,IR,1720100333
545,puchezh,56.9788,43.1676,148.1888888888889,65,67,2.94,RU,1720100429
546,lerwick,60.1545,-1.1494,140.63888888888889,80,100,4.46,GB,1720100431
547,shingu,33.7333,135.9833,148.4111111111111,87,1,2.35,JP,1720100228
548,acapulco de juarez,16.8634,-99.8901,148.91666666666666,78,75,2.06,MX,1720100436
549,san carlos,9.6612,-68.5827,149.68333333333334,76,97,0.95,VE,1720100222
550,makurazaki,31.2667,130.3167,147.9888888888889,90,3,2.1,JP,1720100440
551,smithers,54.7804,-127.1743,136.85,100,20,1.54,CA,1720100442
552,tual,-5.6667,132.75,148.54999999999998,84,100,10.37,ID,1720100444
553,muisne,0.6,-80.0333,147.85000000000002,86,98,3.85,EC,1720100446
554,san jose del guaviare,2.5729,-72.6459,148.4388888888889,83,60,1.97,CO,1720100340
555,neya,58.2972,43.8681,150.4944444444444,44,79,2.17,RU,1720100455
